,index,full_date,Date,Month,Week #,Day,Year,Event,Staff Supervisor,Event Coordinator,DA Speaking?,Time,Briefing,Location,Location_Parse,location_parse,address_string,zip,county,state,city,Latitude,Longitude,Accuracy Score,County,Source,review,is_zoom,Manually Add Address,dedupe_mask,is_zoom_v2,is_blank,lat_long_gmaps
45,45,1/30/2024,30-Jan,1,5,Tue,2024,108th Precinct,Javier,Diane Ballek,NO,7:00 PM,No,Sunnyside Community Center,"[('Sunnyside', 'BuildingName'), ('Community', 'BuildingName'), ('Center', 'BuildingName')]","[('Sunnyside', 'BuildingName'), ('Community', 'BuildingName'), ('Center', 'BuildingName')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,JavierDiane BallekJan-307:00 PM,FALSE,FALSE,
46,46,1/30/2024,30-Jan,1,5,Tue,2024,Bayside Hills Civic Association Meeting,Kate,Mike Feiner,NO,8:00 PM,No,Colonial Church of Bayside,"[('Colonial', 'Recipient'), ('Church', 'Recipient'), ('of', 'Recipient'), ('Bayside', 'Recipient')]","[('Colonial', 'Recipient'), ('Church', 'Recipient'), ('of', 'Recipient'), ('Bayside', 'Recipient')]",,,Queens,New York,New York City,40.752301,-73.7634626,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,KateMike FeinerJan-308:00 PM,FALSE,FALSE,"[40.752301, -73.76346260000001]"
47,47,1/30/2024,30-Jan,1,5,Tue,2024,Howard Beach Lindenwood Civic Association Meeting,Dan,Barbara McNamara,NO,7:00 PM,,St Helen Catholic Academy 83-09 157 Avenue in Howard Beach,"[('St', 'Recipient'), ('Helen', 'Recipient'), ('Catholic', 'Recipient'), ('Academy', 'Recipient'), ('83-09', 'Recipient'), ('157', 'AddressNumber'), ('Avenue', 'StreetNamePreType'), ('in', 'StreetName'), ('Howard', 'StreetName'), ('Beach', 'StreetNamePostType')]","[('St', 'Recipient'), ('Helen', 'Recipient'), ('Catholic', 'Recipient'), ('Academy', 'Recipient'), ('83-09', 'Recipient'), ('157', 'AddressNumber'), ('Avenue', 'StreetNamePreType'), ('in', 'StreetName'), ('Howard', 'StreetName'), ('Beach', 'StreetNamePostType')]",157 in Howard Beach,,Queens,New York,New York City,40.6615023,-73.84953,0,,,Manual Review,FALSE,,DanBarbara McNamaraJan-307:00 PM,FALSE,FALSE,"[40.6615023, -73.84953]"
49,49,1/30/2024,30-Jan,1,5,Tue,2024,Rosedale Civic Association,Shana,Evelyn Boyd,NO,7:00 PM,No,Victory Fellowship SDA Church,"[('Victory', 'Recipient'), ('Fellowship', 'Recipient'), ('SDA', 'Recipient'), ('Church', 'Recipient')]","[('Victory', 'Recipient'), ('Fellowship', 'Recipient'), ('SDA', 'Recipient'), ('Church', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaEvelyn BoydJan-307:00 PM,FALSE,FALSE,
50,50,1/31/2024,31-Jan,1,5,Wed,2024,100 Precinct Community Council Meeting,Dan,Kathy Heavey,NO,7:00 PM,,Knights of Columbus 330 Beach 90 Street Rockaway Beach 11693,"[('Knights', 'Recipient'), ('of', 'Recipient'), ('Columbus', 'Recipient'), ('330', 'AddressNumber'), ('Beach', 'StreetNamePreType'), ('90', 'StreetName'), ('Street', 'StreetNamePostType'), ('Rockaway', 'PlaceName'), ('Beach', 'PlaceName'), ('11693', 'ZipCode')]","[('Knights', 'Recipient'), ('of', 'Recipient'), ('Columbus', 'Recipient'), ('330', 'AddressNumber'), ('Beach', 'StreetNamePreType'), ('90', 'StreetName'), ('Street', 'StreetNamePostType'), ('Rockaway', 'PlaceName'), ('Beach', 'PlaceName'), ('11693', 'ZipCode')]",330 90 Street Rockaway Beach,11693,Queens,New York,New York City,40.590692,-73.809749,0.5,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,DanKathy HeaveyJan-317:00 PM,FALSE,FALSE,
51,51,1/31/2024,31-Jan,1,5,Wed,2024,105th Precinct Council Meeting,Shana,Detective Epps,NO,7:00 PM,NO,105th Precinct,"[('105th', 'AddressNumber'), ('Precinct', 'StreetName')]","[('105th', 'AddressNumber'), ('Precinct', 'StreetName')]",105th Precinct,,Queens,New York,New York City,40.7261564,-73.7351496,0.9,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaDetective EppsJan-317:00 PM,FALSE,FALSE,"[40.7261564, -73.7351496]"
52,52,1/31/2024,31-Jan,1,5,Wed,2024,Richmond Hill Block Association Meeting,Rokeya,Joan Bachert,NO,7:00 PM,No,110-08 Jamaica Avenue Richmond Hill NY 11418,"[('110-08', 'AddressNumber'), ('Jamaica', 'StreetName'), ('Avenue', 'StreetNamePostType'), ('Richmond', 'PlaceName'), ('Hill', 'PlaceName'), ('NY', 'StateName'), ('11418', 'ZipCode')]","[('110-08', 'AddressNumber'), ('Jamaica', 'StreetName'), ('Avenue', 'StreetNamePostType'), ('Richmond', 'PlaceName'), ('Hill', 'PlaceName'), ('NY', 'StateName'), ('11418', 'ZipCode')]",110-08 Jamaica Avenue Richmond Hill,11418,Queens,New York,New York City,40.696373,-73.837662,1,Queens County,City of New York,No Review Needed,FALSE,,RokeyaJoan BachertJan-317:00 PM,FALSE,FALSE,
53,53,2/1/2024,1-Feb,2,5,Thu,2024,111th Precinct Community Council Meeting,Kate,Jack Fried,NO,7:30 PM,NO,"4506 215 St., Bayside","[('4506', 'AddressNumber'), ('215', 'StreetName'), ('St.,', 'StreetNamePostType'), ('Bayside', 'PlaceName')]","[('4506', 'AddressNumber'), ('215', 'StreetName'), ('St.,', 'StreetNamePostType'), ('Bayside', 'PlaceName')]",4506 215 St. Bayside,,Queens,New York,New York City,40.7602441,-73.7677809,0.7,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,KateJack FriedFeb-017:30 PM,FALSE,FALSE,"[40.7602441, -73.76778089999999]"
54,54,2/1/2024,1-Feb,2,5,Thu,2024,Commnity Board 10 Meeting,Dan,Betty Braton,NO,7:00 PM,,Old Mill Yacht Club 163-15 Cross Bay Blvd in Howard Beach,"[('Old', 'BuildingName'), ('Mill', 'BuildingName'), ('Yacht', 'BuildingName'), ('Club', 'BuildingName'), ('163-15', 'BuildingName'), ('Cross', 'BuildingName'), ('Bay', 'BuildingName'), ('Blvd', 'BuildingName'), ('in', 'BuildingName'), ('Howard', 'BuildingName'), ('Beach', 'BuildingName')]","[('Old', 'BuildingName'), ('Mill', 'BuildingName'), ('Yacht', 'BuildingName'), ('Club', 'BuildingName'), ('163-15', 'BuildingName'), ('Cross', 'BuildingName'), ('Bay', 'BuildingName'), ('Blvd', 'BuildingName'), ('in', 'BuildingName'), ('Howard', 'BuildingName'), ('Beach', 'BuildingName')]",,,Queens,New York,New York City,40.651952,-73.8377963,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanBetty BratonFeb-017:00 PM,FALSE,FALSE,"[40.651952, -73.8377963]"
55,55,2/1/2024,1-Feb,2,5,Thu,2024,Community Board 2 Monthly Meeting,Javier,Debra Markell,NO,6:30 PM,No,Sunnyside Community Center,"[('Sunnyside', 'BuildingName'), ('Community', 'BuildingName'), ('Center', 'BuildingName')]","[('Sunnyside', 'BuildingName'), ('Community', 'BuildingName'), ('Center', 'BuildingName')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,JavierDebra MarkellFeb-016:30 PM,FALSE,FALSE,
56,56,2/1/2024,1-Feb,2,5,Thu,2024,Federated Block of Laurelton,Shana,Julian Snype,NO,7:30 AM,NO,Evangel Temple 227th and Merrick blvd,"[('Evangel', 'StreetName'), ('Temple', 'StreetName'), ('227th', 'StreetName'), ('and', 'IntersectionSeparator'), ('Merrick', 'StreetName'), ('blvd', 'StreetNamePostType')]","[('Evangel', 'StreetName'), ('Temple', 'StreetName'), ('227th', 'StreetName'), ('and', 'IntersectionSeparator'), ('Merrick', 'StreetName'), ('blvd', 'StreetNamePostType')]",Evangel Temple 227th,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaJulian SnypeFeb-017:30 AM,FALSE,FALSE,
57,57,2/1/2024,1-Feb,2,5,Thu,2024,Springfield Gardens (SprinGar) Civic Association,Marlon,William McDonald,NO,7:00 PM,No,"The Springfiled Gardens Education Center |145-02 Farmers Boulevard, Jamaica NY 11434","[('The', 'BuildingName'), ('Springfiled', 'BuildingName'), ('Gardens', 'BuildingName'), ('Education', 'BuildingName'), ('Center', 'BuildingName'), ('145-02', 'AddressNumber'), ('Farmers', 'StreetName'), ('Boulevard,', 'StreetNamePostType'), ('Jamaica', 'PlaceName'), ('NY', 'StateName'), ('11434', 'ZipCode')]","[('The', 'BuildingName'), ('Springfiled', 'BuildingName'), ('Gardens', 'BuildingName'), ('Education', 'BuildingName'), ('Center', 'BuildingName'), ('145-02', 'AddressNumber'), ('Farmers', 'StreetName'), ('Boulevard,', 'StreetNamePostType'), ('Jamaica', 'PlaceName'), ('NY', 'StateName'), ('11434', 'ZipCode')]",145-02 Farmers Boulevard Jamaica,11434,Queens,New York,New York City,40.666267,-73.767728,1,Queens County,City of New York,No Review Needed,FALSE,,MarlonWilliam McDonaldFeb-017:00 PM,FALSE,FALSE,
58,58,2/1/2024,1-Feb,2,5,Thu,2024,"Springfield/Rosedale Community Action Association, Inc.",Marlon,Crystal Brown,NO,7:30 PM,TBD,Meeting ID: 958 8903 3557 Passcode: 135359 | https://us06web.zoom.us/j/95889033557?pwd=b0xNc1Y0c0Y1WmpuRGJGQWZCSXdqQT09,"[('Meeting', 'Recipient'), ('ID:', 'Recipient'), ('958', 'SubaddressIdentifier'), ('8903', 'SubaddressIdentifier'), ('3557', 'AddressNumber'), ('Passcode:', 'StreetName'), ('135359', 'OccupancyIdentifier'), ('https://us06web.zoom.us/j/95889033557?pwd=b0xNc1Y0c0Y1WmpuRGJGQWZCSXdqQT09', 'OccupancyIdentifier')]","[('Meeting', 'Recipient'), ('ID:', 'Recipient'), ('958', 'SubaddressIdentifier'), ('8903', 'SubaddressIdentifier'), ('3557', 'AddressNumber'), ('Passcode:', 'StreetName'), ('135359', 'OccupancyIdentifier'), ('https://us06web.zoom.us/j/95889033557?pwd=b0xNc1Y0c0Y1WmpuRGJGQWZCSXdqQT09', 'OccupancyIdentifier')]",3557 Passcode:,,Queens,New York,New York City,,,0,,,Manual Review,TRUE,,MarlonCrystal BrownFeb-017:30 PM,TRUE,FALSE,
59,59,2/5/2024,5-Feb,2,6,Mon,2024,COMET Civic Association Meeting,Kate,Roe Daraio,NO,7:00 PM,NO,Virtual Meeting,"[('Virtual', 'Recipient'), ('Meeting', 'Recipient')]","[('Virtual', 'Recipient'), ('Meeting', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,KateRoe DaraioFeb-057:00 PM,TRUE,FALSE,
60,60,2/6/2024,6-Feb,2,6,Tue,2024,102 Precinct Council Monthly Meeting,Rokeya,102 precinct,NO,7:00 PM,No,"Celebration Hall at Maple Grove 127-15 Kew Gardens Road, Kew Gardens NY 11415","[('Celebration', 'Recipient'), ('Hall', 'Recipient'), ('at', 'Recipient'), ('Maple', 'Recipient'), ('Grove', 'Recipient'), ('127-15', 'AddressNumber'), ('Kew', 'StreetName'), ('Gardens', 'StreetName'), ('Road,', 'StreetNamePostType'), ('Kew', 'PlaceName'), ('Gardens', 'PlaceName'), ('NY', 'StateName'), ('11415', 'ZipCode')]","[('Celebration', 'Recipient'), ('Hall', 'Recipient'), ('at', 'Recipient'), ('Maple', 'Recipient'), ('Grove', 'Recipient'), ('127-15', 'AddressNumber'), ('Kew', 'StreetName'), ('Gardens', 'StreetName'), ('Road,', 'StreetNamePostType'), ('Kew', 'PlaceName'), ('Gardens', 'PlaceName'), ('NY', 'StateName'), ('11415', 'ZipCode')]",127-15 Kew Gardens Road Kew Gardens,11415,Queens,New York,New York City,40.70712,-73.824119,1,Queens County,City of New York,No Review Needed,FALSE,,Rokeya102 precinctFeb-067:00 PM,FALSE,FALSE,
61,61,2/6/2024,6-Feb,2,6,Tue,2024,The Dawoodi Bohras Mosque,Rokeya,Farida Harianawala,NO,5:00 PM,no,"131-24 Springfield Boulevard, Jamaica, NY 11413","[('131-24', 'AddressNumber'), ('Springfield', 'StreetName'), ('Boulevard,', 'StreetNamePostType'), ('Jamaica,', 'PlaceName'), ('NY', 'StateName'), ('11413', 'ZipCode')]","[('131-24', 'AddressNumber'), ('Springfield', 'StreetName'), ('Boulevard,', 'StreetNamePostType'), ('Jamaica,', 'PlaceName'), ('NY', 'StateName'), ('11413', 'ZipCode')]",131-24 Springfield Boulevard Jamaica,11413,Queens,New York,New York City,40.683805,-73.751579,1,Queens County,City of New York,No Review Needed,FALSE,,RokeyaFarida HarianawalaFeb-065:00 PM,FALSE,FALSE,
62,62,2/7/2024,7-Feb,2,6,Wed,2024,Community Board 13 Public Safety Meeting,Shana,Michael O'Keefe,NO,7:00 PM,NO,Virtual Meeting,"[('Virtual', 'Recipient'), ('Meeting', 'Recipient')]","[('Virtual', 'Recipient'), ('Meeting', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaMichael O'KeefeFeb-077:00 PM,TRUE,FALSE,
63,63,2/7/2024,7-Feb,2,6,Wed,2024,Community Board 5 Meeting,Kate,Gary Giordano,NO,7:30 PM,NO,"6802 Metropolitan Ave., Middle Village","[('6802', 'AddressNumber'), ('Metropolitan', 'StreetName'), ('Ave.,', 'StreetNamePostType'), ('Middle', 'PlaceName'), ('Village', 'PlaceName')]","[('6802', 'AddressNumber'), ('Metropolitan', 'StreetName'), ('Ave.,', 'StreetNamePostType'), ('Middle', 'PlaceName'), ('Village', 'PlaceName')]",6802 Metropolitan Ave. Middle Village,,Queens,New York,New York City,40.71079,-73.8883534,0.5,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,KateGary GiordanoFeb-077:30 PM,FALSE,FALSE,"[40.71079, -73.8883534]"
64,64,2/8/2024,8-Feb,2,6,Thu,2024,110th Community Precinct Council Meeting,Javier,Al Perna,NO,7:00 PM,No,"VFW in Corona, 511 108th St. Corona NY","[('VFW', 'Recipient'), ('in', 'Recipient'), ('Corona,', 'Recipient'), ('511', 'AddressNumber'), ('108th', 'StreetName'), ('St.', 'StreetNamePostType'), ('Corona', 'PlaceName'), ('NY', 'StateName')]","[('VFW', 'Recipient'), ('in', 'Recipient'), ('Corona,', 'Recipient'), ('511', 'AddressNumber'), ('108th', 'StreetName'), ('St.', 'StreetNamePostType'), ('Corona', 'PlaceName'), ('NY', 'StateName')]",511 108th St. Corona,,Queens,New York,New York City,40.7437945,-73.8551959,0.8,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,JavierAl PernaFeb-087:00 PM,FALSE,FALSE,"[40.7437945, -73.8551959]"
65,65,2/8/2024,8-Feb,2,6,Thu,2024,Cambria Heights Civc Association,Shana,Bryan Block,NO,7:00 PM,NO,Virtual Meeting,"[('Virtual', 'Recipient'), ('Meeting', 'Recipient')]","[('Virtual', 'Recipient'), ('Meeting', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaBryan BlockFeb-087:00 PM,TRUE,FALSE,
66,66,2/8/2024,8-Feb,2,6,Thu,2024,Hamilton Beach Civic Association Meeting,Dan,Roger Gendron,NO,7:00 PM,,Howard Beach Motor Boat Club 59 Russell Street in Hamilton Beach,"[('Howard', 'BuildingName'), ('Beach', 'BuildingName'), ('Motor', 'BuildingName'), ('Boat', 'BuildingName'), ('Club', 'BuildingName'), ('59', 'BuildingName'), ('Russell', 'BuildingName'), ('Street', 'BuildingName'), ('in', 'BuildingName'), ('Hamilton', 'BuildingName'), ('Beach', 'BuildingName')]","[('Howard', 'BuildingName'), ('Beach', 'BuildingName'), ('Motor', 'BuildingName'), ('Boat', 'BuildingName'), ('Club', 'BuildingName'), ('59', 'BuildingName'), ('Russell', 'BuildingName'), ('Street', 'BuildingName'), ('in', 'BuildingName'), ('Hamilton', 'BuildingName'), ('Beach', 'BuildingName')]",,,Queens,New York,New York City,40.654105,-73.831995,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanRoger GendronFeb-087:00 PM,FALSE,FALSE,"[40.654105, -73.83199499999999]"
67,67,2/8/2024,8-Feb,2,6,Thu,2024,Ozone Park Civic Assoication monthlty meeting,Rokeya,Sam Esposito,NO,7:00 PM,No,88-03 101 Ave Ozone Park NY 11416,"[('88-03', 'AddressNumber'), ('101', 'StreetName'), ('Ave', 'StreetNamePostType'), ('Ozone', 'PlaceName'), ('Park', 'PlaceName'), ('NY', 'StateName'), ('11416', 'ZipCode')]","[('88-03', 'AddressNumber'), ('101', 'StreetName'), ('Ave', 'StreetNamePostType'), ('Ozone', 'PlaceName'), ('Park', 'PlaceName'), ('NY', 'StateName'), ('11416', 'ZipCode')]",88-03 101 Ave Ozone Park,11416,Queens,New York,New York City,40.682733,-73.851862,1,Queens County,City of New York,No Review Needed,FALSE,,RokeyaSam EspositoFeb-087:00 PM,FALSE,FALSE,
68,68,2/9/2024,9-Feb,2,6,Fri,2024,Sen. John Liu's Lunar New Year Event,Kate,Mei Hua Ru,NO,6:00 PM,NO,"3501 Union St., Flushing","[('3501', 'AddressNumber'), ('Union', 'StreetName'), ('St.,', 'StreetNamePostType'), ('Flushing', 'PlaceName')]","[('3501', 'AddressNumber'), ('Union', 'StreetName'), ('St.,', 'StreetNamePostType'), ('Flushing', 'PlaceName')]",3501 Union St. Flushing,,Queens,New York,New York City,40.764873,-73.826827,0.7,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,KateMei Hua RuFeb-096:00 PM,FALSE,FALSE,"[40.764873, -73.826827]"
69,69,2/10/2024,10-Feb,2,6,Sat,2024,Lunar New Year Parade,Jacqueline,Tipu,YES,11:00 AM,Yes,109 Precinct Flushing NY,"[('109', 'AddressNumber'), ('Precinct', 'StreetName'), ('Flushing', 'PlaceName'), ('NY', 'StateName')]","[('109', 'AddressNumber'), ('Precinct', 'StreetName'), ('Flushing', 'PlaceName'), ('NY', 'StateName')]",109 Precinct  Flushing,,Queens,New York,New York City,40.762361,-73.8270199,0,,,Manual Review,FALSE,,JacquelineTipuFeb-1011:00 AM,FALSE,FALSE,"[40.762361, -73.8270199]"
70,70,2/11/2024,11-Feb,2,6,Sun,2024,Queens Jewish Community Council,Kate,Mayer Waxman,YES,9:00,Kate,"Young Israel of Jamaica Estates, 8310 188 St., Jamaica","[('Young', 'Recipient'), ('Israel', 'Recipient'), ('of', 'Recipient'), ('Jamaica', 'Recipient'), ('Estates,', 'Recipient'), ('8310', 'AddressNumber'), ('188', 'StreetName'), ('St.,', 'StreetNamePostType'), ('Jamaica', 'PlaceName')]","[('Young', 'Recipient'), ('Israel', 'Recipient'), ('of', 'Recipient'), ('Jamaica', 'Recipient'), ('Estates,', 'Recipient'), ('8310', 'AddressNumber'), ('188', 'StreetName'), ('St.,', 'StreetNamePostType'), ('Jamaica', 'PlaceName')]",8310 188 St. Jamaica,,Queens,New York,New York City,40.7244947,-73.7791801,0.9,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,KateMayer WaxmanFeb-119:00,FALSE,FALSE,"[40.7244947, -73.77918009999999]"
71,71,2/13/2024,13-Feb,2,7,Tue,2024,103rd Precinct Council Meeting,Shana,Bishop Williams,NO,7:00 PM,NO,York College Faculity room,"[('York', 'Recipient'), ('College', 'Recipient'), ('Faculity', 'Recipient'), ('room', 'Recipient')]","[('York', 'Recipient'), ('College', 'Recipient'), ('Faculity', 'Recipient'), ('room', 'Recipient')]",,,Queens,New York,New York City,40.7010415,-73.7961103,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaBishop WilliamsFeb-137:00 PM,FALSE,FALSE,"[40.7010415, -73.7961103]"
72,72,2/13/2024,13-Feb,2,7,Tue,2024,Addeseilgh Park Civic Association,Shana,Bill Scarborough,NO,7:00 PM,NO,TBD,"[('TBD', 'CountryName')]","[('TBD', 'CountryName')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaBill ScarboroughFeb-137:00 PM,TRUE,TRUE,
73,73,2/13/2024,13-Feb,2,7,Tue,2024,Community Board 14 Meetings,Dan,Dolores Orr,NO,7:00 PM,,Knights of Columbus 333 Beach 90 Street Rockaway Beach 11693,"[('Knights', 'Recipient'), ('of', 'Recipient'), ('Columbus', 'Recipient'), ('333', 'AddressNumber'), ('Beach', 'StreetNamePreType'), ('90', 'StreetName'), ('Street', 'StreetNamePostType'), ('Rockaway', 'PlaceName'), ('Beach', 'PlaceName'), ('11693', 'ZipCode')]","[('Knights', 'Recipient'), ('of', 'Recipient'), ('Columbus', 'Recipient'), ('333', 'AddressNumber'), ('Beach', 'StreetNamePreType'), ('90', 'StreetName'), ('Street', 'StreetNamePostType'), ('Rockaway', 'PlaceName'), ('Beach', 'PlaceName'), ('11693', 'ZipCode')]",333 90 Street Rockaway Beach,11693,Queens,New York,New York City,40.590692,-73.809749,0.5,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,DanDolores OrrFeb-137:00 PM,FALSE,FALSE,
74,74,12/13/2024,13-Feb,12,51,Tues,2024,Community Board 4 Meeting,Javier,Community Board 4,NO,7:00 PM,No,"79-01 Broadway, Queens, NY 11373, USA","[('79-01', 'AddressNumber'), ('Broadway,', 'StreetName'), ('Queens,', 'PlaceName'), ('NY', 'StateName'), ('11373,', 'ZipCode'), ('USA', 'CountryName')]","[('79-01', 'AddressNumber'), ('Broadway,', 'StreetName'), ('Queens,', 'PlaceName'), ('NY', 'StateName'), ('11373,', 'ZipCode'), ('USA', 'CountryName')]",79-01 Broadway  Queens,11373,Queens,New York,New York City,40.744586,-73.886173,1,Queens County,City of New York,No Review Needed,FALSE,,JavierCommunity Board 4Feb-137:00 PM,FALSE,FALSE,
75,75,2/13/2024,13-Feb,2,7,Tue,2024,Springfield Taxpayers Civic Association,Shana,Kerreu Soares,NO,7:00 PM,NO,Virtual Meeting,"[('Virtual', 'Recipient'), ('Meeting', 'Recipient')]","[('Virtual', 'Recipient'), ('Meeting', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,ShanaKerreu SoaresFeb-137:00 PM,TRUE,FALSE,
76,76,2/14/2024,14-Feb,2,7,Wed,2024,Community Board 6 Meeting,Javier,Heather Beers,NO,7:00 PM,No,Queens Borough Hall Room 213,"[('Queens', 'Recipient'), ('Borough', 'Recipient'), ('Hall', 'Recipient'), ('Room', 'OccupancyType'), ('213', 'OccupancyIdentifier')]","[('Queens', 'Recipient'), ('Borough', 'Recipient'), ('Hall', 'Recipient'), ('Room', 'OccupancyType'), ('213', 'OccupancyIdentifier')]",,,Queens,New York,New York City,40.7137004,-73.8281571,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,JavierHeather BeersFeb-147:00 PM,FALSE,FALSE,"[40.7137004, -73.8281571]"
77,77,2/14/2024,14-Feb,2,7,Wed,2024,Queensbridge Resident Association Meeting,Marlon,Corrine Haynes,NO,6:30 PM,No,"Jacob Riis Settlement - 10-25 41st Street, Long Island City","[('Jacob', 'Recipient'), ('Riis', 'Recipient'), ('Settlement', 'Recipient'), ('10-25', 'AddressNumber'), ('41st', 'StreetName'), ('Street,', 'StreetNamePostType'), ('Long', 'PlaceName'), ('Island', 'PlaceName'), ('City', 'PlaceName')]","[('Jacob', 'Recipient'), ('Riis', 'Recipient'), ('Settlement', 'Recipient'), ('10-25', 'AddressNumber'), ('41st', 'StreetName'), ('Street,', 'StreetNamePostType'), ('Long', 'PlaceName'), ('Island', 'PlaceName'), ('City', 'PlaceName')]",10-25 41st Street Long Island City,,Queens,New York,New York City,40.7555691,-73.9445649,0.8,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,MarlonCorrine HaynesFeb-146:30 PM,FALSE,FALSE,"[40.7555691, -73.9445649]"
